index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
2085,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,9.925693273544312,,determine range,reVLAT_NoViz+NoChoices,Gemini
2034,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Global,13.778270959854126,,determine range,reVLAT_NoViz+NoChoices,Gemini
4424,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.828188419,,determine range,reVLAT_NoViz+NoChoices,Gemini
4329,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,1.3125007152557373,,determine range,reVLAT_NoViz+NoChoices,Gemini
1187,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,1.1012558937072754,,determine range,reVLAT_NoViz+NoChoices,Gemini
6247,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varies,0.8594613075256348,,determine range,reVLAT_NoViz+NoChoices,Gemini
2854,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varies,1.9531733989715576,,determine range,reVLAT_NoViz+NoChoices,Gemini
4345,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,0.7967267036437988,,determine range,reVLAT_NoViz+NoChoices,Gemini
6233,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,1.7342758178710938,,determine range,reVLAT_NoViz+NoChoices,Gemini
626,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,0.9062831401824952,,determine range,reVLAT_NoViz+NoChoices,Gemini
4659,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,3.609447479248047,,determine range,reVLAT_NoViz+NoChoices,Gemini
2808,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,0.7031672,,determine range,reVLAT_NoViz+NoChoices,Gemini
870,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,4.546981573104858,,determine range,reVLAT_NoViz+NoChoices,Gemini
4299,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varied,3.1094417572021484,,determine range,reVLAT_NoViz+NoChoices,Gemini
2751,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,1.1875290870666504,,determine range,reVLAT_NoViz+NoChoices,Gemini
3910,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Varied,0.8749508857727051,,determine range,reVLAT_NoViz+NoChoices,Gemini
4827,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,3.985227108001709,,determine range,reVLAT_NoViz+NoChoices,Gemini
3026,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Variable,0.8906893730163574,,determine range,reVLAT_NoViz+NoChoices,Gemini
4664,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,0.6874752044677734,,determine range,reVLAT_NoViz+NoChoices,Gemini
5229,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Varies,2.1721365451812744,,determine range,reVLAT_NoViz+NoChoices,Gemini
6180,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,0.7656459808349609,,determine range,reVLAT_NoViz+NoChoices,Gemini
5846,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Variable,0.7260429859161377,,determine range,reVLAT_NoViz+NoChoices,Gemini
4806,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,7.586759328842163,,determine range,reVLAT_NoViz+NoChoices,Gemini
2478,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varies,0.781285286,,determine range,reVLAT_NoViz+NoChoices,Gemini
5640,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,0.8468005657196045,,determine range,reVLAT_NoViz+NoChoices,Gemini
4701,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,0.7656593322753906,,determine range,reVLAT_NoViz+NoChoices,Gemini
4666,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Varied,3.718618154525757,,determine range,reVLAT_NoViz+NoChoices,Gemini
1531,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Sure,1.8437857627868648,,determine range,reVLAT_NoViz+NoChoices,Gemini
2267,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,0.8433687686920166,,determine range,reVLAT_NoViz+NoChoices,Gemini
1353,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,0.7658307552337646,,determine range,reVLAT_NoViz+NoChoices,Gemini
1909,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varied,8.125309228897095,,determine range,reVLAT_NoViz+NoChoices,Gemini
1090,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.8125460147857666,,determine range,reVLAT_NoViz+NoChoices,Gemini
1050,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,7.345663070678711,,determine range,reVLAT_NoViz+NoChoices,Gemini
700,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,5.031262397766113,,determine range,reVLAT_NoViz+NoChoices,Gemini
2714,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,2.265692710876465,,determine range,reVLAT_NoViz+NoChoices,Gemini
2535,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Variable,0.7812614440917969,,determine range,reVLAT_NoViz+NoChoices,Gemini
4328,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Variable,0.9844260215759276,,determine range,reVLAT_NoViz+NoChoices,Gemini
5391,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varies,2.094016790390014,,determine range,reVLAT_NoViz+NoChoices,Gemini
1432,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.7968740463256836,,determine range,reVLAT_NoViz+NoChoices,Gemini
2775,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,7.5,2.0469253063201904,,determine range,reVLAT_NoViz+NoChoices,Gemini
1948,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,1.8593816757202148,,determine range,reVLAT_NoViz+NoChoices,Gemini
5959,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,4.4817962646484375,,determine range,reVLAT_NoViz+NoChoices,Gemini
4142,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,1.031238079071045,,determine range,reVLAT_NoViz+NoChoices,Gemini
4527,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,1.4063129425048828,,determine range,reVLAT_NoViz+NoChoices,Gemini
3385,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,1.5625197887420654,,determine range,reVLAT_NoViz+NoChoices,Gemini
4895,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,1.6877481937408447,,determine range,reVLAT_NoViz+NoChoices,Gemini
2586,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varies,1.1718544960021973,,determine range,reVLAT_NoViz+NoChoices,Gemini
6323,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,1.2031917572021484,,determine range,reVLAT_NoViz+NoChoices,Gemini
3239,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Varies,0.8594198226928711,,determine range,reVLAT_NoViz+NoChoices,Gemini
1302,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,1.0000660419464111,,determine range,reVLAT_NoViz+NoChoices,Gemini
4708,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,1.0625271797180176,,determine range,reVLAT_NoViz+NoChoices,Gemini
3080,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,2.8281514644622803,,determine range,reVLAT_NoViz+NoChoices,Gemini
3152,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Global,1.7812705039978027,,determine range,reVLAT_NoViz+NoChoices,Gemini
1316,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,5.021203279495239,,determine range,reVLAT_NoViz+NoChoices,Gemini
1094,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Moderate,0.7188014984130859,,determine range,reVLAT_NoViz+NoChoices,Gemini
754,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,1.1874704360961914,,determine range,reVLAT_NoViz+NoChoices,Gemini
2073,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,0.8008832931518555,,determine range,reVLAT_NoViz+NoChoices,Gemini
1874,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,50,4.093891620635986,,determine range,reVLAT_NoViz+NoChoices,Gemini
553,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,2.4531729221343994,,determine range,reVLAT_NoViz+NoChoices,Gemini
2057,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,1.0626518726348877,,determine range,reVLAT_NoViz+NoChoices,Gemini
4123,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.6875364780426025,,determine range,reVLAT_NoViz+NoChoices,Gemini
3794,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,3.6094489097595215,,determine range,reVLAT_NoViz+NoChoices,Gemini
5171,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,2.6253161430358887,,determine range,reVLAT_NoViz+NoChoices,Gemini
1721,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,3.656042098999024,,determine range,reVLAT_NoViz+NoChoices,Gemini
3369,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.7655763626098633,,determine range,reVLAT_NoViz+NoChoices,Gemini
4364,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,1.9375460147857664,,determine range,reVLAT_NoViz+NoChoices,Gemini
1278,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,0.7031664848327637,,determine range,reVLAT_NoViz+NoChoices,Gemini
2018,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.8125143051147461,,determine range,reVLAT_NoViz+NoChoices,Gemini
4960,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$2.14 ,1.406386137008667,,determine range,reVLAT_NoViz+NoChoices,Gemini
5123,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied,0.7655906677246094,,determine range,reVLAT_NoViz+NoChoices,Gemini
1643,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatility,3.421949863433838,,determine range,reVLAT_NoViz+NoChoices,Gemini
2213,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Large,0.8594110012054443,,determine range,reVLAT_NoViz+NoChoices,Gemini
3518,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,2.218733787536621,,determine range,reVLAT_NoViz+NoChoices,Gemini
3517,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Global,1.5625593662261963,,determine range,reVLAT_NoViz+NoChoices,Gemini
2860,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,7.784716367721558,,determine range,reVLAT_NoViz+NoChoices,Gemini
3150,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Variable,0.6875224113464355,,determine range,reVLAT_NoViz+NoChoices,Gemini
3337,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.8906698226928711,,determine range,reVLAT_NoViz+NoChoices,Gemini
617,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Wide,1.0727989673614502,,determine range,reVLAT_NoViz+NoChoices,Gemini
1104,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Global,8.591696262,,determine range,reVLAT_NoViz+NoChoices,Gemini
3214,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Forty,0.7187530994415283,,determine range,reVLAT_NoViz+NoChoices,Gemini
773,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.0785737037658691,,determine range,reVLAT_NoViz+NoChoices,Gemini
2662,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,0.7968838214874268,,determine range,reVLAT_NoViz+NoChoices,Gemini
4692,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied,4.155436038970947,,determine range,reVLAT_NoViz+NoChoices,Gemini
3891,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,0.7134444713592529,,determine range,reVLAT_NoViz+NoChoices,Gemini
4309,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.3125383853912354,,determine range,reVLAT_NoViz+NoChoices,Gemini
1593,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,12.078407049179075,,determine range,reVLAT_NoViz+NoChoices,Gemini
3840,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Moderate,0.9843196868896484,,determine range,reVLAT_NoViz+NoChoices,Gemini
2432,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,1.2499971389770508,,determine range,reVLAT_NoViz+NoChoices,Gemini
6134,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,2.156430959701538,,determine range,reVLAT_NoViz+NoChoices,Gemini
3297,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,1.109421730041504,,determine range,reVLAT_NoViz+NoChoices,Gemini
4202,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Range,1.4063029289245603,,determine range,reVLAT_NoViz+NoChoices,Gemini
784,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,0.9531905651092528,,determine range,reVLAT_NoViz+NoChoices,Gemini
4820,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,3.3140435218811035,,determine range,reVLAT_NoViz+NoChoices,Gemini
3951,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,1.234414816,,determine range,reVLAT_NoViz+NoChoices,Gemini
1714,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,4.199326276779175,,determine range,reVLAT_NoViz+NoChoices,Gemini
4716,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varied,3.43421483,,determine range,reVLAT_NoViz+NoChoices,Gemini
1534,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varies,3.140709400177002,,determine range,reVLAT_NoViz+NoChoices,Gemini
2755,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,8.969061851501465,,determine range,reVLAT_NoViz+NoChoices,Gemini
2826,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Wide,0.7344226837158203,,determine range,reVLAT_NoViz+NoChoices,Gemini
3317,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,2.859457254,,determine range,reVLAT_NoViz+NoChoices,Gemini
3533,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,1.015624761581421,,determine range,reVLAT_NoViz+NoChoices,Gemini
2450,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Heavy,1.7969167232513428,,determine range,reVLAT_NoViz+NoChoices,Gemini
1644,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Range,1.4531898498535156,,determine range,reVLAT_NoViz+NoChoices,Gemini
5605,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Variable,1.3438684940338137,,determine range,reVLAT_NoViz+NoChoices,Gemini
2298,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,17,7.375241518,,determine range,reVLAT_NoViz+NoChoices,Gemini
4411,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,2.3125650882720947,,determine range,reVLAT_NoViz+NoChoices,Gemini
4767,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varies,3.343830347061157,,determine range,reVLAT_NoViz+NoChoices,Gemini
5627,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.5314087867736816,,determine range,reVLAT_NoViz+NoChoices,Gemini
2635,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,8.661249160766602,,determine range,reVLAT_NoViz+NoChoices,Gemini
842,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Extensive,0.7030870914459229,,determine range,reVLAT_NoViz+NoChoices,Gemini
4736,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,0.9375157356262208,,determine range,reVLAT_NoViz+NoChoices,Gemini
2569,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,3.737797737121582,,determine range,reVLAT_NoViz+NoChoices,Gemini
8,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,10.328548669815063,,determine range,reVLAT_NoViz+NoChoices,Gemini
4731,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.187485694885254,,determine range,reVLAT_NoViz+NoChoices,Gemini
4884,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Average,3.9826622009277344,,determine range,reVLAT_NoViz+NoChoices,Gemini
1068,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, displaystyledisplaystyle]]>]]>]]]]]>>>,1.6406490802764893,,determine range,reVLAT_NoViz+NoChoices,Gemini
5548,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,0.6875691413879395,,determine range,reVLAT_NoViz+NoChoices,Gemini
4803,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,2.218885660171509,,determine range,reVLAT_NoViz+NoChoices,Gemini
4225,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,1.0625226497650146,,determine range,reVLAT_NoViz+NoChoices,Gemini
1647,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Significant,4.203183889389038,,determine range,reVLAT_NoViz+NoChoices,Gemini
2973,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,0.7656729221343994,,determine range,reVLAT_NoViz+NoChoices,Gemini
4599,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Large,0.7812602519989014,,determine range,reVLAT_NoViz+NoChoices,Gemini
260,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Varied,0.7031168937683105,,determine range,reVLAT_NoViz+NoChoices,Gemini
5979,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.3126680850982666,,determine range,reVLAT_NoViz+NoChoices,Gemini
3934,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,0.7187387943267822,,determine range,reVLAT_NoViz+NoChoices,Gemini
865,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,0.7656936645507812,,determine range,reVLAT_NoViz+NoChoices,Gemini
574,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.0469119548797607,,determine range,reVLAT_NoViz+NoChoices,Gemini
5264,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,High,3.1878795623779297,,determine range,reVLAT_NoViz+NoChoices,Gemini
812,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,0.7346103191375732,,determine range,reVLAT_NoViz+NoChoices,Gemini
